
==================================================================================================================================
🏆 EXHAUSTIVE ANOMALIES REPORT (Factors appearing in >= 2 puzzles)
Sorted by Frequency (Count) -> then by Factor Size
Factor                              | Remainder    | Count    | Coverage %   | Puzzles
576161                              | 321565       | 2        |   3.28%       | [43, 60]
575591                              | 97558        | 2        |   3.28%       | [29, 36]
575557                              | 262149       | 2        |   3.28%       | [46, 49]
570221                              | 54570        | 2        |   3.28%       | [59, 60]
563041                              | 330196       | 2        |   3.28%       | [33, 54]
562897                              | 374135       | 2        |   3.28%       | [68, 115]
561703                              | 553618       | 2        |   3.28%       | [47, 61]
557339                              | 25412        | 2        |   3.28%       | [23, 47]
557269                              | 231022       | 2        |   3.28%       | [47, 58]
554893                              | 453867       | 2        |   3.28%       | [31, 45]
550541                              | 465587       | 2        |   3.28%       | [29, 90]
547093                              | 457245       | 2        |   3.28%       | [31, 44]
527623                              | 228895       | 2        |   3.28%       | [21, 28]
525773                              | 476493       | 2        |   3.28%       | [36, 42]
516563                              | 64958        | 2        |   3.28%       | [38, 58]
516391                              | 380084       | 2        |   3.28%       | [30, 68]
513041                              | 331730       | 2        |   3.28%       | [34, 115]
510709                              | 279637       | 2        |   3.28%       | [21, 33]
509413                              | 92446        | 2        |   3.28%       | [43, 55]
506531                              | 26961        | 2        |   3.28%       | [23, 43]
502921                              | 383778       | 2        |   3.28%       | [29, 69]
502807                              | 350080       | 2        |   3.28%       | [24, 80]
500527                              | 296036       | 2        |   3.28%       | [50, 115]
492617                              | 465109       | 2        |   3.28%       | [41, 48]
492059                              | 16495        | 2        |   3.28%       | [52, 115]
486569                              | 423675       | 2        |   3.28%       | [52, 125]
480287                              | 394488       | 2        |   3.28%       | [42, 50]
470167                              | 171511       | 2        |   3.28%       | [47, 67]
465089                              | 10917        | 2        |   3.28%       | [24, 62]
463399                              | 363049       | 2        |   3.28%       | [64, 69]
